GABA-21,Garbary,A,52.4173734657,16.9401884079
WIGR-21,Winogrady n/ż,A,52.4234389375,16.9487822056
WILC-21,Wilczak,A,52.4272727751,16.9479507208
NASE-21,Naramowicka/Serbska,A,52.4326500537,16.9467544556
WLOD-21,Włodarska,A,52.4362737863,16.9475054741
NAWI-21,Naramowicka,A,52.4403419541,16.9470977783
NARA-21,Naramowice,A|N,52.4445797744,16.9464111328
OSLO-21,Os. Łokietka I,A|N,52.4478886531,16.9442224503
KULY-21,Kupały,A|N,52.4511711291,16.9361758232
LUCK-21,Łużycka n/ż,A|N,52.4515765175,16.9331502914
STOI-21,Stoińskiego,A|N,52.4509488177,16.9266271591
KURP-21,Kurpińskiego,A,52.4509095862,16.9195246696
WOKI-21,Wojciechowskiego,A,52.4505826554,16.91426754
OSCH-21,Os. Chrobrego,A|N,52.4515111326,16.9122719765
OJLY-21,Os. Jagiełły,A|N,52.4542310657,16.9046759605
WRTV-21,Wieża Rtv,A|N,52.4571469612,16.9045686722
OSZY-21,Os.Zygmunta Starego,A|N,52.4601280359,16.9106197357
SZYI-21,Szymanowskiego I,A|N,52.4602457058,16.917142868
SZLI-21,Szeligowskiego,A|N,52.4624290784,16.9177222252
SODW-23,Sobieskiego Dworzec,A|N,52.4640044387,16.9168317318
SODW-22,Sobieskiego Dworzec,A|N,52.4650045344,16.9158875942
SZLI-22,Szeligowskiego,A,52.4625075209,16.9177651405
SZYM-22,Szymanowskiego,A|N,52.4604418215,16.9171643257
OSZY-22,Os.Zygmunta Starego,A,52.4603110778,16.9087743759
WRTV-22,Wieża Rtv,A|N,52.4562709053,16.9041395187
OJLY-22,Os. Jagiełły,A|N,52.4535772509,16.9074440002
OSCH-22,Os. Chrobrego,A|N,52.4515242096,16.9119715691
WOKI-22,Wojciechowskiego,A,52.4505630395,16.9145572186
KURP-22,Kurpińskiego,A,52.4506088099,16.919631958
OSSM-21,Os. B. Śmiałego,A,52.4506218872,16.9217777252
STOI-22,Stoińskiego,A|N,52.4507003508,16.9281721115
KULY-22,Kupały,A|N,52.4510665121,16.9359827042
OSLO-22,Os. Łokietka I,A|N,52.4477055596,16.9441366196
NARA-22,Naramowice,A|N,52.4447105648,16.9461965561
NAWI-22,Naramowicka,A,52.4398841404,16.9469690323
WLOD-22,Włodarska,A,52.4357374403,16.947119236
NASE-22,Naramowicka/Serbska,A|N,52.4312763588,16.9459819794
WILC-22,Wilczak,A,52.427612963,16.9473552704
WIGR-22,Winogrady n/ż,A,52.4220518697,16.9468832016
GABA-22,Garbary,A,52.4166471234,16.9395017624
GRLA-21,Grochowe Łąki,A,52.4135060464,16.9389009476
MAGA-22,Małe Garbary,A|N,52.4113202483,16.9371843338
SOLN-22,Solna,A|N,52.4119223353,16.92892313
DWOR-22,Dworcowa,A|N,52.4067127023,16.913151741
OGDY-23,Ogrody,A,52.4169546752,16.8825262785
JASN-23,Jasna,A,52.410646163,16.8641424179
OGNI-21,Ognik,A|N,52.4070203234,16.8676185608
MARS-21,Marszałkowska,A|N,52.401659556,16.8650007248
BULG-23,Bułgarska,A|N,52.3949953253,16.8629193306
TACZ-21,Taczanowskiego,A,52.3916955694,16.8668246269
SCIE-21,Ściegiennego,A|N,52.3899866703,16.8749141693
KORD-21,Kordeckiego,A|N,52.3864704514,16.8794846535
KORD-23,Kordeckiego,A|N,52.3876130896,16.8788087368
SCIE-22,Ściegiennego,A,52.3908705919,16.8737983704
TACZ-22,Taczanowskiego,A,52.3917610432,16.8683052063
BULG-24,Bułgarska,A|N,52.3960559087,16.8625330925
MARS-22,Marszałkowska,A|N,52.4006383836,16.8645071983
OGNI-22,Ognik,A|N,52.4066603411,16.8678545952
SZPI-25,Szpitalna,A,52.4118110807,16.8772852421
OGDY-27,Ogrody,A,52.4170070242,16.882327795
PILS-21,Piłsudskiego,A|N,52.3919181798,16.9527089596
OSWI-21,Os. Oświecenia,A|N,52.3894006533,16.958078742
INFL-21,Inflancka,A|N,52.3851477044,16.9642049074
L I-21,Os. Lecha I,A|N,52.3913420095,16.969499588
ORGN-22,Orle Gniazdo,A|N,52.391171776,16.9754004478
PIAS-23,Piaśnicka,A|N,52.3882875269,16.979675889
PIAR-22,Piaśnicka/Rynek,A|N,52.3870728775,16.9833236933
P K-22,Piaśnicka/Kurlandzka,A|N,52.3845288809,16.9868212938
CZ I-22,Os. Czecha I,A|N,52.3825119146,16.9820684195
SLEZ-23,Ślężańska,A,52.3818832309,16.9735658169
WIAD-21,Wiadukt,A|N,52.368672255,16.9879156351
URSZ-21,Urszulanek,A|N,52.3666676665,16.9829589128
SANT-21,Sanocka,A|N,52.3610694041,16.9794130325
STRA-21,Strzyżowska,A|N,52.3558144505,16.9804859161
POKR-21,Pokrzywno,A|N,52.3507030483,16.9817948341
NIZA-21,Niżańska n/ż,A|N,52.34528956,16.9845414162
JARO-21,Jarosławska,A|N,52.3436706278,16.9851744175
KRNY-21,Krzesiny,A|N,52.3417238981,16.9881248474
KRSZ-21,Krzesiny Szkoła,A|N,52.341140518,16.992470026
KRWI-21,Krzesiny Wiadukt,A|N,52.3399999548,16.999733448
SIEW-21,Siewierska,A|N,52.340468638,17.005623579
TAKA-21,Tarnowska,A|N,52.3417992781,17.0097219944
OSTA-21,Ostrowska,A,52.3541238214,17.0017290115
SWKI-21,Świątniczki,A,52.364476272,16.9959568977
SWKI-22,Świątniczki,A,52.3676863494,16.9941329956
CZII-22,Os.Czecha II,A,52.3832322703,16.9755882025
CZII-23,Os.Czecha II n/ż,A,52.3816278256,16.978597641
CZ I-21,Os. Czecha I,A,52.3824104089,16.9822615385
P K-23,Piaśnicka/Kurlandzka,A|N,52.385334332,16.9869446754
PIAR-21,Piaśnicka/Rynek,A|N,52.3871547282,16.9834899902
PIAS-22,Piaśnicka,A|N,52.388389019,16.9798314571
ORGN-21,Orle Gniazdo,A|N,52.3912568928,16.975749135
L I-22,Os. Lecha I,A|N,52.3911881446,16.9688880444
INFL-22,Inflancka,A|N,52.3854882173,16.9631749392
OSWI-22,Os. Oświecenia,A|N,52.3894563089,16.9586795568
PILS-22,Piłsudskiego,A|N,52.3924288698,16.9518506527
INFL-23,Inflancka,A,52.3845092356,16.9627028704
SZII-21,Os. Stare Żegrze,A|N,52.3806323857,16.9568395615
OBII-21,Os.Orła Białego II,A|N,52.3756155511,16.960798502
OB I-21,Os.Orła Białego I,A|N,52.3751472404,16.9650632143
DZIA-21,Dziadoszańska,A,52.3777539974,16.9712269306
SLEZ-21,Ślężańska,A,52.3799742042,16.9745099545
P K-21,Piaśnicka/Kurlandzka,A,52.3844077346,16.9868910313
RUSA-21,Os. Rusa,A|N,52.3880878159,16.9916278124
R SZ-26,Os. Rusa Szpital,A,52.389937563,16.9942456484
RUSA-23,Os. Rusa,A|N,52.3889193933,16.9922876358
R SZ-23,Os. Rusa Szpital,A|N,52.3900194085,16.9942992926
M1II-21,Centrum M1,A,52.3823121775,16.9912683964
M1II-22,Centrum M1,A|N,52.3822663361,16.9912844896
R SZ-22,Os. Rusa Szpital,A,52.3899179201,16.9942295551
RUSA-22,Os. Rusa,A|N,52.3884577716,16.9915044308
DZIA-22,Dziadoszańska,A|N,52.377095773,16.9693332911
OB I-22,Os.Orła Białego I,A|N,52.3753895836,16.9651812315
OBII-22,Os.Orła Białego II,A|N,52.3761035058,16.9603639841
SZII-22,Os. Stare Żegrze,A|N,52.380180501,16.9567966461
OSPO-21,Os. Polan,A,52.3826920046,16.9600045681
POLO-21,Polonez,A|N,52.4151616837,16.9267237186
SLKA-21,Słowiańska,A|N,52.4277241777,16.9204902649
WYLO-21,Wyłom,A|N,52.4331929785,16.9205760956
ALSO-21,Al. Solidarności,A,52.4361560524,16.9201254845
TROJ-21,Trójpole,A|N,52.4383079171,16.9118857384
SZLU-21,Szpital Lutycka,A,52.4411954368,16.9074386358
ST I-21,Strzeszyńska I,A|N,52.4434484209,16.9041448832
STNZ-21,Strzeszyńska n/ż,A|N,52.4459530546,16.900062561
STII-21,Strzeszyńska II,A|N,52.448575247,16.8961036205
TULO-21,Tułodzieckiej,A|N,52.4521911316,16.8877243996
RZEP-21,Rzepeckiej,A|N,52.4553229146,16.8826174736
BIAL-21,Białczańska,A|N,52.4572254131,16.879452467
KOSO-23,Kosowska,A|N,52.4560878466,16.8773603439
MORS-21,Morszyńska,A|N,52.4582648879,16.8721568584
PODO-21,Podolany,A|N,52.4616381086,16.866492033
PODO-22,Podolany,A|N,52.4614616093,16.8662559986
MORS-22,Morszyńska,A|N,52.4582125879,16.8719744682
